project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,"Blk 221A, Blk 223A",#08:1; #09:1; #23:1,3,"$79,200 - $230,500"
Important notes,2-room Flexi,Indian/ Other Races,"Blk 221A, Blk 223A",#08:1; #09:1; #23:1,3,"$79,200 - $230,500"
Important notes,4-room,Chinese,"Blk 223A, Blk 223B",#10:1; #35:2,3,"$438,700 - $476,200"
Important notes,4-room,Indian/ Other Races,Blk 223A,#35:1,1,"$438,700 - $476,200"
Important notes,4-room,Malay,Blk 223A,#35:1,1,"$438,700 - $476,200"
Important notes,5-room,Chinese,"Blk 221A, Blk 223A, Blk 223B",#10:1; #11:1; #23:1; #28:1; #32:1,5,"$564,000 - $606,900"
Important notes,5-room,Indian/ Other Races,"Blk 221A, Blk 223A",#10:1; #11:1; #28:1,3,"$564,000 - $606,900"
Important notes,5-room,Malay,Blk 221A,#11:1; #28:1,2,"$564,000 - $606,900"
