project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,3-room,Chinese,Blk 1,#03:1,1,"$143,000 - $477,900"
Important notes,3-room,Indian/ Other Races,Blk 1,#03:1,1,"$143,000 - $477,900"
