project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,3-room,Chinese,"Blk 542, Blk 545",#04:1; #10:1,2,"$243,000 - $293,000"
Important notes,3-room,Indian/ Other Races,"Blk 542, Blk 545",#04:1; #10:1,2,"$243,000 - $293,000"
Important notes,3-room,Malay,Blk 542,#04:1,1,"$243,000 - $293,000"
