project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 318A,#05:1; #09:1,2,"$68,300 - $126,700"
Important notes,2-room Flexi,Indian/ Other Races,Blk 318A,#05:1; #09:1,2,"$68,300 - $126,700"
Important notes,2-room Flexi,Malay,Blk 318A,#05:1; #09:1,2,"$68,300 - $126,700"
