flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 318A,Chinese,#05:1; #09:1,"$68,300 - $126,700",Important notes
2-room Flexi,Blk 318A,Indian/ Other Races,#05:1; #09:1,"$68,300 - $126,700",Important notes
2-room Flexi,Blk 318A,Malay,#05:1; #09:1,"$68,300 - $126,700",Important notes
