project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,4-room,Chinese,Blk 822B,#16:1,1,"$344,000 - $486,500"
Important notes,4-room,Indian/ Other Races,Blk 822B,#16:1,1,"$344,000 - $486,500"
Important notes,4-room,Malay,Blk 822B,#16:1,1,"$344,000 - $486,500"
Important notes,5-room,Chinese,"Blk 822A, Blk 823A",#15:1; #16:1; #17:1; #20:1,4,"$543,100 - $555,300"
Important notes,5-room,Indian/ Other Races,"Blk 822A, Blk 823A",#15:1; #16:1; #17:1; #20:1,4,"$543,100 - $555,300"
Important notes,5-room,Malay,"Blk 822A, Blk 823A",#15:1; #16:1; #17:1; #20:1,4,"$543,100 - $555,300"
