flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 383,Chinese,#03:1,"$254,000 - $501,200",Important notes
4-room,Blk 383,Indian/ Other Races,#03:1,"$254,000 - $501,200",Important notes
4-room,Blk 383,Malay,#03:1,"$254,000 - $501,200",Important notes
