flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 993A,Chinese,#06:1,"$431,100 - $439,400",Important notes
4-room,Blk 994A,Chinese,#06:1; #08:1,"$431,100 - $439,400",Important notes
4-room,Blk 993A,Indian/ Other Races,#06:1,"$431,100 - $439,400",Important notes
4-room,Blk 994A,Indian/ Other Races,#06:1; #08:1,"$431,100 - $439,400",Important notes
4-room,Blk 993A,Malay,#06:1,"$431,100 - $439,400",Important notes
4-room,Blk 994A,Malay,#06:1; #08:1,"$431,100 - $439,400",Important notes
