flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 134,Chinese,#11:1,"$178,000 - $467,100",Important notes
3-room,Blk 134,Indian/ Other Races,#11:1,"$178,000 - $467,100",Important notes
3-room,Blk 134,Malay,#11:1,"$178,000 - $467,100",Important notes
