flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 781C,Chinese,#02:1; #10:1,"$75,200 - $221,100",Important notes
2-room Flexi,Blk 781C,Indian/ Other Races,#02:1; #10:1,"$75,200 - $221,100",Important notes
2-room Flexi,Blk 781C,Malay,#02:1; #10:1,"$75,200 - $221,100",Important notes
