project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 781C,#02:1; #10:1,2,"$75,200 - $221,100"
Important notes,2-room Flexi,Indian/ Other Races,Blk 781C,#02:1; #10:1,2,"$75,200 - $221,100"
Important notes,2-room Flexi,Malay,Blk 781C,#02:1; #10:1,2,"$75,200 - $221,100"
