project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 426C,#07:1,1,"$48,300 - $86,800"
Important notes,2-room Flexi,Indian/ Other Races,Blk 426C,#07:1,1,"$48,300 - $86,800"
Important notes,2-room Flexi,Malay,Blk 426C,#07:1,1,"$48,300 - $86,800"
