Project Name,Remaining Lease,Probable Completion,4-room,Latitude,Longitude,Town,Mode of Sale,URL
Serangoon North Vista,99 years,3Q/2027,8,1.36437643964958,103.873592808441,Serangoon,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_U0dOX04xQzIxXzE3Njg1MzQyMDAwMjA
