project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 117,#10:1,1,"$63,000 - $113,100"
Important notes,2-room Flexi,Indian/ Other Races,Blk 117,#10:1,1,"$63,000 - $113,100"
Important notes,2-room Flexi,Malay,Blk 117,#10:1,1,"$63,000 - $113,100"
