flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 117,Chinese,#10:1,"$63,000 - $113,100",Important notes
2-room Flexi,Blk 117,Indian/ Other Races,#10:1,"$63,000 - $113,100",Important notes
2-room Flexi,Blk 117,Malay,#10:1,"$63,000 - $113,100",Important notes
