project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,"Blk 289A, Blk 289B, Blk 289C",#09:1; #10:1; #12:1; #14:1; #24:1; #25:1,6,"$53,700 - $235,500"
Important notes,2-room Flexi,Indian/ Other Races,"Blk 289A, Blk 289B, Blk 289C",#09:1; #10:1; #12:1; #14:1; #24:1; #25:1,6,"$53,700 - $235,500"
Important notes,2-room Flexi,Malay,"Blk 289A, Blk 289B, Blk 289C",#09:1; #10:1; #12:1; #14:1; #24:1; #25:1,6,"$53,700 - $235,500"
Important notes,4-room,Chinese,Blk 289C,#28:1; #31:1,2,"$545,800 - $548,500"
Important notes,4-room,Indian/ Other Races,Blk 289C,#28:1; #31:1,2,"$545,800 - $548,500"
Important notes,4-room,Malay,Blk 289C,#28:1; #31:1,2,"$545,800 - $548,500"
