flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 291B,Chinese,#06:1; #19:1,"$60,400 - $197,200",Important notes
2-room Flexi,Blk 291B,Indian/ Other Races,#06:1; #19:1,"$60,400 - $197,200",Important notes
2-room Flexi,Blk 291B,Malay,#06:1; #19:1,"$60,400 - $197,200",Important notes
4-room,Blk 291A,Chinese,#24:1; #26:1,"$463,800 - $487,600",Important notes
4-room,Blk 291B,Chinese,#14:1; #15:1,"$463,800 - $487,600",Important notes
4-room,Blk 291A,Indian/ Other Races,#24:1; #26:1,"$463,800 - $487,600",Important notes
4-room,Blk 291B,Indian/ Other Races,#14:1; #15:1,"$463,800 - $487,600",Important notes
4-room,Blk 291A,Malay,#24:1; #26:1,"$463,800 - $487,600",Important notes
4-room,Blk 291B,Malay,#14:1; #15:1,"$463,800 - $487,600",Important notes
