project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Indian/ Other Races,Blk 8C,#08:1,1,"$102,300 - $183,700"
Important notes,2-room Flexi,Malay,Blk 8C,#08:1,1,"$102,300 - $183,700"
