Project Name,Remaining Lease,Probable Completion,2-room Flexi,Latitude,Longitude,Town,Mode of Sale,URL,Nearest_MRT,MRT_Station_Code,MRT_Distance_m,Walk_Distance_m,Walk_Duration_min,bus_duration_min
Golden Kismis,15 - 45 years,Keys available,6,1.33815673585554,103.77196031647,Bukit Timah,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_QlRfTjFDNF8xNzY5NDA5MDAwMDc0,BEAUTY WORLD MRT STATION,DT5,527.9,771.0,9.2,9.2
