Project Name,Remaining Lease,Probable Completion,4-room,Latitude,Longitude,Town,Mode of Sale,URL,Nearest_MRT,MRT_Station_Code,MRT_Distance_m,Walk_Distance_m,Walk_Duration_min,bus_duration_min
Serangoon North Vista,99 years,3Q/2027,8,1.36437643964958,103.873592808441,Serangoon,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_U0dOX04xQzIxXzE3Njg1MzQyMDAwMjA,KOVAN MRT STATION,NE13,1340.4,1622.0,19.5,18.4
