flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 107,Chinese,#04:1,"$298,000 - $308,000",Important notes
3-room,Blk 108,Chinese,#03:1,"$298,000 - $308,000",Important notes
3-room,Blk 110,Chinese,#05:1,"$298,000 - $308,000",Important notes
3-room,Blk 107,Indian/ Other Races,#04:1,"$298,000 - $308,000",Important notes
3-room,Blk 108,Indian/ Other Races,#03:1,"$298,000 - $308,000",Important notes
3-room,Blk 110,Indian/ Other Races,#05:1,"$298,000 - $308,000",Important notes
3-room,Blk 107,Malay,#04:1,"$298,000 - $308,000",Important notes
