project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,3-room,Chinese,"Blk 107, Blk 108, Blk 110",#03:1; #04:1; #05:1,3,"$298,000 - $308,000"
Important notes,3-room,Indian/ Other Races,"Blk 107, Blk 108, Blk 110",#03:1; #04:1; #05:1,3,"$298,000 - $308,000"
Important notes,3-room,Malay,Blk 107,#04:1,1,"$298,000 - $308,000"
