project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,"Blk 113C, Blk 113D",#10:1; #18:1,2,"$100,600 - $238,800"
Important notes,2-room Flexi,Indian/ Other Races,"Blk 113C, Blk 113D",#10:1; #18:1,2,"$100,600 - $238,800"
Important notes,2-room Flexi,Malay,"Blk 113C, Blk 113D",#10:1; #18:1,2,"$100,600 - $238,800"
