flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 460C,Chinese,#04:1,"$254,000 - $501,200",Important notes
4-room,Blk 460C,Indian/ Other Races,#04:1,"$254,000 - $501,200",Important notes
4-room,Blk 460C,Malay,#04:1,"$254,000 - $501,200",Important notes
