flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 400A,Chinese,#07:1,"$353,000 - $401,400",Important notes
3-room,Blk 400A,Indian/ Other Races,#07:1,"$353,000 - $401,400",Important notes
3-room,Blk 400A,Malay,#07:1,"$353,000 - $401,400",Important notes
5-room,Blk 401E,Chinese,#20:1,"$411,000 - $636,700",Important notes
5-room,Blk 401E,Indian/ Other Races,#20:1,"$411,000 - $636,700",Important notes
5-room,Blk 401E,Malay,#20:1,"$411,000 - $636,700",Important notes
