flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 665A,Chinese,#08:1,"$409,200 - $417,800",Important notes
3-room,Blk 665B,Chinese,#06:1,"$409,200 - $417,800",Important notes
3-room,Blk 665A,Indian/ Other Races,#08:1,"$409,200 - $417,800",Important notes
3-room,Blk 665B,Indian/ Other Races,#06:1,"$409,200 - $417,800",Important notes
3-room,Blk 665A,Malay,#08:1,"$409,200 - $417,800",Important notes
3-room,Blk 665B,Malay,#06:1,"$409,200 - $417,800",Important notes
