flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 858C,Chinese,#02:1; #09:1,"$93,000 - $299,900",Important notes
2-room Flexi,Blk 858C,Indian/ Other Races,#02:1; #09:1,"$93,000 - $299,900",Important notes
2-room Flexi,Blk 858C,Malay,#02:1; #09:1,"$93,000 - $299,900",Important notes
3-room,Blk 859C,Chinese,#03:1,"$278,000 - $449,800",Important notes
3-room,Blk 859C,Indian/ Other Races,#03:1,"$278,000 - $449,800",Important notes
