flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 870A,Chinese,#04:1,"$349,000 - $631,800",Important notes
4-room,Blk 870A,Indian/ Other Races,#04:1,"$349,000 - $631,800",Important notes
4-room,Blk 870A,Malay,#04:1,"$349,000 - $631,800",Important notes
