project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,4-room,Chinese,Blk 636B,#17:1,1,"$289,000 - $483,700"
Important notes,4-room,Indian/ Other Races,Blk 636B,#17:1,1,"$289,000 - $483,700"
Important notes,4-room,Malay,Blk 636B,#17:1,1,"$289,000 - $483,700"
