flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 11,Chinese,#16:1,"$278,000 - $596,100",Important notes
3-room,Blk 11,Indian/ Other Races,#16:1,"$278,000 - $596,100",Important notes
3-room,Blk 11,Malay,#16:1,"$278,000 - $596,100",Important notes
