project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,5-room,Chinese,Blk 102,#06:1,1,"$481,000 - $894,300"
Important notes,5-room,Indian/ Other Races,Blk 102,#06:1,1,"$481,000 - $894,300"
Important notes,5-room,Malay,Blk 102,#06:1,1,"$481,000 - $894,300"
