project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 339A,#10:1,1,"$73,300 - $219,200"
Important notes,2-room Flexi,Indian/ Other Races,Blk 339A,#10:1,1,"$73,300 - $219,200"
Important notes,2-room Flexi,Malay,Blk 339A,#10:1,1,"$73,300 - $219,200"
