flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 806,Chinese,#12:1,"$278,000 - $449,800",Important notes
3-room,Blk 806,Indian/ Other Races,#12:1,"$278,000 - $449,800",Important notes
3-room,Blk 806,Malay,#12:1,"$278,000 - $449,800",Important notes
