flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 258,Chinese,#09:1; #11:1,"$294,000 - $304,000",Important notes
4-room,Blk 258,Indian/ Other Races,#09:1; #11:1,"$294,000 - $304,000",Important notes
