project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 212A,#05:1; #07:1,2,"$39,300 - $96,700"
Important notes,2-room Flexi,Indian/ Other Races,Blk 212A,#05:1; #07:1,2,"$39,300 - $96,700"
Important notes,2-room Flexi,Malay,Blk 212A,#05:1; #07:1,2,"$39,300 - $96,700"
