flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 212A,Chinese,#05:1; #07:1,"$39,300 - $96,700",Important notes
2-room Flexi,Blk 212A,Indian/ Other Races,#05:1; #07:1,"$39,300 - $96,700",Important notes
2-room Flexi,Blk 212A,Malay,#05:1; #07:1,"$39,300 - $96,700",Important notes
