project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,4-room,Chinese,Blk 65,#12:1,1,"$229,000 - $728,000"
Important notes,4-room,Indian/ Other Races,Blk 65,#12:1,1,"$229,000 - $728,000"
Important notes,4-room,Malay,Blk 65,#12:1,1,"$229,000 - $728,000"
