project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,4-room,Indian/ Other Races,Blk 10,#12:1,1,"$419,000 - $895,100"
Important notes,4-room,Malay,Blk 10,#12:1,1,"$419,000 - $895,100"
