project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,3-room,Chinese,"Blk 185, Blk 186",#11:1; #16:1,2,"$163,000 - $173,000"
Important notes,3-room,Indian/ Other Races,"Blk 185, Blk 186",#11:1; #16:1,2,"$163,000 - $173,000"
Important notes,3-room,Malay,Blk 185,#16:1,1,"$163,000 - $173,000"
