flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 279A,Chinese,#09:2,"$70,300 - $159,900",Important notes
2-room Flexi,Blk 279A,Indian/ Other Races,#09:2,"$70,300 - $159,900",Important notes
2-room Flexi,Blk 279A,Malay,#09:2,"$70,300 - $159,900",Important notes
