flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 454,Chinese,#03:1; #11:1,"$46,700 - $120,600",Important notes
2-room Flexi,Blk 454,Indian/ Other Races,#03:1; #11:1,"$46,700 - $120,600",Important notes
2-room Flexi,Blk 454,Malay,#03:1; #11:1,"$46,700 - $120,600",Important notes
