flat_type,block,ethnicity,floor_data,price_range,project
5-room,Blk 32,Chinese,#02:1,"$481,000 - $894,300",Important notes
5-room,Blk 32,Indian/ Other Races,#02:1,"$481,000 - $894,300",Important notes
5-room,Blk 32,Malay,#02:1,"$481,000 - $894,300",Important notes
