flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 139,Indian/ Other Races,#02:1,"$173,000 - $638,600",Important notes
3-room,Blk 139,Malay,#02:1,"$173,000 - $638,600",Important notes
