flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 16,Chinese,#08:1,"$193,000 - $656,500",Important notes
3-room,Blk 16,Indian/ Other Races,#08:1,"$193,000 - $656,500",Important notes
3-room,Blk 16,Malay,#08:1,"$193,000 - $656,500",Important notes
4-room,Blk 15,Chinese,#07:1,"$319,000 - $895,900",Important notes
4-room,Blk 15,Indian/ Other Races,#07:1,"$319,000 - $895,900",Important notes
4-room,Blk 15,Malay,#07:1,"$319,000 - $895,900",Important notes
