project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 628A,#03:1,1,"$67,400 - $113,800"
Important notes,2-room Flexi,Indian/ Other Races,Blk 628A,#03:1,1,"$67,400 - $113,800"
Important notes,2-room Flexi,Malay,Blk 628A,#03:1,1,"$67,400 - $113,800"
