project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,3-room,Chinese,"Blk 20, Blk 23",#06:1; #13:1,2,"$313,000 - $333,000"
Important notes,3-room,Indian/ Other Races,"Blk 20, Blk 23",#06:1; #13:1,2,"$313,000 - $333,000"
Important notes,3-room,Malay,"Blk 20, Blk 23",#06:1; #13:1,2,"$313,000 - $333,000"
