flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 90A,Chinese,#16:1,"$168,000 - $655,700",Important notes
3-room,Blk 90A,Indian/ Other Races,#16:1,"$168,000 - $655,700",Important notes
3-room,Blk 90A,Malay,#16:1,"$168,000 - $655,700",Important notes
