flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 547D,Chinese,#14:1,"$73,700 - $216,000",Important notes
2-room Flexi,Blk 547D,Indian/ Other Races,#14:1,"$73,700 - $216,000",Important notes
2-room Flexi,Blk 547D,Malay,#14:1,"$73,700 - $216,000",Important notes
