flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 530A,Chinese,#03:1; #06:1,"$48,700 - $91,500",Important notes
2-room Flexi,Blk 530A,Indian/ Other Races,#03:1; #06:1,"$48,700 - $91,500",Important notes
2-room Flexi,Blk 530A,Malay,#03:1; #06:1,"$48,700 - $91,500",Important notes
