flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 739,Chinese,#11:1,"$273,000 - $278,000",Important notes
3-room,Blk 740,Chinese,#12:1,"$273,000 - $278,000",Important notes
3-room,Blk 739,Indian/ Other Races,#11:1,"$273,000 - $278,000",Important notes
3-room,Blk 740,Indian/ Other Races,#12:1,"$273,000 - $278,000",Important notes
3-room,Blk 739,Malay,#11:1,"$273,000 - $278,000",Important notes
3-room,Blk 740,Malay,#12:1,"$273,000 - $278,000",Important notes
