flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 135A,Chinese,#02:4; #09:1; #13:1; #17:1,"$592,800 - $697,000",Important notes
4-room,Blk 135A,Indian/ Other Races,#02:4; #09:1; #13:1; #17:1,"$592,800 - $697,000",Important notes
4-room,Blk 135A,Malay,#02:4; #09:1; #13:1; #17:1,"$592,800 - $697,000",Important notes
Community Care Apartment,Blk 136A,Chinese,#02:6; #03:11; #04:10; #05:4; #06:5; #07:6; #08:5; #09:6; #10:6; #11:7; #12:6; #13:9; #14:9; #15:7; #16:5; #17:6; #18:2,"$71,600 - $143,100",Important notes
Community Care Apartment,Blk 136A,Indian/ Other Races,#02:6; #03:11; #04:10; #05:4; #06:5; #07:6; #08:5; #09:6; #10:6; #11:7; #12:6; #13:9; #14:9; #15:7; #16:5; #17:6; #18:2,"$71,600 - $143,100",Important notes
Community Care Apartment,Blk 136A,Malay,#02:6; #03:11; #04:10; #05:4; #06:5; #07:6; #08:5; #09:6; #10:6; #11:7; #12:6; #13:9; #14:9; #15:7; #16:5; #17:6; #18:2,"$71,600 - $143,100",Important notes
