project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,4-room,Chinese,Blk 135A,#02:1; #09:1; #13:1; #17:1,4,"$592,800 - $697,000"
Important notes,4-room,Indian/ Other Races,Blk 135A,#02:1; #09:1; #13:1; #17:1,4,"$592,800 - $697,000"
Important notes,4-room,Malay,Blk 135A,#02:1; #09:1; #13:1; #17:1,4,"$592,800 - $697,000"
Important notes,Community Care Apartment,Chinese,Blk 136A,#02:1; #03:1; #04:1; #05:1; #06:1; #07:1; #08:1; #09:1; #10:1; #11:1; #12:1; #13:1; #14:1; #15:1; #16:1; #17:1; #18:1,17,"$71,600 - $143,100"
Important notes,Community Care Apartment,Indian/ Other Races,Blk 136A,#02:1; #03:1; #04:1; #05:1; #06:1; #07:1; #08:1; #09:1; #10:1; #11:1; #12:1; #13:1; #14:1; #15:1; #16:1; #17:1; #18:1,17,"$71,600 - $143,100"
Important notes,Community Care Apartment,Malay,Blk 136A,#02:1; #03:1; #04:1; #05:1; #06:1; #07:1; #08:1; #09:1; #10:1; #11:1; #12:1; #13:1; #14:1; #15:1; #16:1; #17:1; #18:1,17,"$71,600 - $143,100"
