project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,3-room,Chinese,Blk 643,#02:1,1,"$238,000 - $507,400"
Important notes,3-room,Indian/ Other Races,Blk 643,#02:1,1,"$238,000 - $507,400"
Important notes,3-room,Malay,Blk 643,#02:1,1,"$238,000 - $507,400"
