project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,3-room,Indian/ Other Races,Blk 19,#14:1,1,"$278,000 - $596,100"
Important notes,3-room,Malay,Blk 19,#14:1,1,"$278,000 - $596,100"
