flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 19,Indian/ Other Races,#14:1,"$278,000 - $596,100",Important notes
3-room,Blk 19,Malay,#14:1,"$278,000 - $596,100",Important notes
