flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 698A,Chinese,#05:1,"$77,000 - $226,000",Important notes
2-room Flexi,Blk 698A,Indian/ Other Races,#05:1,"$77,000 - $226,000",Important notes
2-room Flexi,Blk 698A,Malay,#05:1,"$77,000 - $226,000",Important notes
