project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,3-room,Chinese,"Blk 131, Blk 132",#03:1; #05:1,2,"$238,000 - $248,000"
Important notes,3-room,Indian/ Other Races,"Blk 131, Blk 132",#03:1; #05:1,2,"$238,000 - $248,000"
Important notes,3-room,Malay,"Blk 131, Blk 132",#03:1; #05:1,2,"$238,000 - $248,000"
