project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,5-room,Chinese,Blk 324B,#09:1,1,"$536,600 - $657,700"
Important notes,5-room,Indian/ Other Races,Blk 324B,#09:1,1,"$536,600 - $657,700"
Important notes,5-room,Malay,Blk 324B,#09:1,1,"$536,600 - $657,700"
