project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 819A,#04:1,1,"$62,000 - $180,400"
Important notes,2-room Flexi,Indian/ Other Races,Blk 819A,#04:1,1,"$62,000 - $180,400"
Important notes,2-room Flexi,Malay,Blk 819A,#04:1,1,"$62,000 - $180,400"
Important notes,4-room,Chinese,Blk 820B,#14:1,1,"$344,000 - $486,500"
Important notes,4-room,Indian/ Other Races,Blk 820B,#14:1,1,"$344,000 - $486,500"
Important notes,4-room,Malay,Blk 820B,#14:1,1,"$344,000 - $486,500"
