flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 146,Chinese,#12:1,"$168,000 - $638,500",Important notes
3-room,Blk 146,Indian/ Other Races,#12:1,"$168,000 - $638,500",Important notes
3-room,Blk 146,Malay,#12:1,"$168,000 - $638,500",Important notes
