flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 809B,Chinese,#11:1,"$344,000 - $486,500",Important notes
4-room,Blk 809B,Indian/ Other Races,#11:1,"$344,000 - $486,500",Important notes
4-room,Blk 809B,Malay,#11:1,"$344,000 - $486,500",Important notes
