flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 728,Chinese,#12:1,"$299,000 - $492,600",Important notes
4-room,Blk 728,Indian/ Other Races,#12:1,"$299,000 - $492,600",Important notes
4-room,Blk 728,Malay,#12:1,"$299,000 - $492,600",Important notes
