project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 440A,#02:1,1,"$58,700 - $174,000"
Important notes,2-room Flexi,Indian/ Other Races,Blk 440A,#02:1,1,"$58,700 - $174,000"
Important notes,2-room Flexi,Malay,Blk 440A,#02:1,1,"$58,700 - $174,000"
