flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 117A,Chinese,#02:1; #08:1; #18:1,"$80,900 - $297,900",Important notes
2-room Flexi,Blk 117B,Chinese,#12:1,"$80,900 - $297,900",Important notes
2-room Flexi,Blk 117A,Indian/ Other Races,#02:1; #08:1; #18:1,"$80,900 - $297,900",Important notes
2-room Flexi,Blk 117B,Indian/ Other Races,#12:1,"$80,900 - $297,900",Important notes
2-room Flexi,Blk 117A,Malay,#02:1; #08:1; #18:1,"$80,900 - $297,900",Important notes
2-room Flexi,Blk 117B,Malay,#12:1,"$80,900 - $297,900",Important notes
4-room,Blk 117A,Chinese,#05:1; #09:1,"$584,700 - $608,800",Important notes
4-room,Blk 117A,Indian/ Other Races,#05:1; #09:1,"$584,700 - $608,800",Important notes
4-room,Blk 117A,Malay,#05:1; #09:1,"$584,700 - $608,800",Important notes
